sort_order,ADM1_CODE,ADM1_NAME,nd_code,nd_name,DIST_ID,district_name
186,9,Uttar Pradesh,5,Southern Upper Ganga Plain,10,Aligarh
187,9,Uttar Pradesh,5,Southern Upper Ganga Plain,247,Hathras
188,9,Uttar Pradesh,5,Southern Upper Ganga Plain,419,Mathura
189,9,Uttar Pradesh,5,Southern Upper Ganga Plain,3,Agra
190,9,Uttar Pradesh,5,Southern Upper Ganga Plain,206,Firozabad
191,9,Uttar Pradesh,5,Southern Upper Ganga Plain,406,Mainpuri
192,9,Uttar Pradesh,5,Southern Upper Ganga Plain,104,Budaun
193,9,Uttar Pradesh,5,Southern Upper Ganga Plain,62,Bareilly
194,9,Uttar Pradesh,5,Southern Upper Ganga Plain,507,Pilibhit
195,9,Uttar Pradesh,5,Southern Upper Ganga Plain,581,Shahjahanpur
196,9,Uttar Pradesh,5,Southern Upper Ganga Plain,339,Lakhimpur Kheri
197,9,Uttar Pradesh,5,Southern Upper Ganga Plain,201,Farrukhabad
198,9,Uttar Pradesh,5,Southern Upper Ganga Plain,313,Kannauj
199,9,Uttar Pradesh,5,Southern Upper Ganga Plain,197,Etawah
200,9,Uttar Pradesh,5,Southern Upper Ganga Plain,34,Auraiya
201,9,Uttar Pradesh,5,Southern Upper Ganga Plain,196,Etah
202,9,Uttar Pradesh,5,Southern Upper Ganga Plain,328,Kasganj
56,5,Uttarakhand,1,Uttarakhand,678,Uttarkashi
57,5,Uttarakhand,1,Uttarakhand,114,Chamoli
58,5,Uttarakhand,1,Uttarakhand,552,Rudraprayag
59,5,Uttarakhand,1,Uttarakhand,642,Tehri Garhwal
60,5,Uttarakhand,1,Uttarakhand,155,Dehradun
61,5,Uttarakhand,1,Uttarakhand,501,Garhwal
62,5,Uttarakhand,1,Uttarakhand,508,Pithoragarh
63,5,Uttarakhand,1,Uttarakhand,40,Bageshwar
64,5,Uttarakhand,1,Uttarakhand,14,Almora
65,5,Uttarakhand,1,Uttarakhand,115,Champawat
66,5,Uttarakhand,1,Uttarakhand,448,Nainital
67,5,Uttarakhand,1,Uttarakhand,666,Udham Singh Nagar
68,5,Uttarakhand,1,Uttarakhand,245,Hardwar
327,19,West Bengal,1,Himalayan,149,Darjiling
328,19,West Bengal,1,Himalayan,272,Jalpaiguri
329,19,West Bengal,1,Himalayan,347,Koch Bihar
329,19,West Bengal,1,Himalayan,303,Kalimpong
329,19,West Bengal,1,Himalayan,11,Alipurduar
330,19,West Bengal,2,Eastern Plains,676,Uttar Dinajpur
331,19,West Bengal,2,Eastern Plains,142,Dakshin Dinajpur
332,19,West Bengal,2,Eastern Plains,409,Maldah
333,19,West Bengal,2,Eastern Plains,437,Murshidabad
334,19,West Bengal,2,Eastern Plains,97,Birbhum
335,19,West Bengal,2,Eastern Plains,442,Nadia
336,19,West Bengal,3,Southern Plains,477,North 24 Parganas
337,19,West Bengal,3,Southern Plains,355,Kolkata
338,19,West Bengal,3,Southern Plains,621,South 24 Parganas
339,19,West Bengal,4,Central Plains,495,Paschimi Barddhama
340,19,West Bengal,4,Central Plains,255,Hugli
341,19,West Bengal,4,Central Plains,241,Haora
341,19,West Bengal,4,Central Plains,518,Purba Barddhaman
342,19,West Bengal,5,Western Plains,56,Bankura
343,19,West Bengal,5,Western Plains,523,Puruliya
344,19,West Bengal,5,Western Plains,494,Pashchim Medinipur
345,19,West Bengal,5,Western Plains,519,Purba Medinipur
345,19,West Bengal,5,Western Plains,287,Jhargram
